ID,Name,Category,Path
aws-waf,aws-waf,xiaocaitest,xiaocaitest/aws-waf.svg
aws-wavelength,aws-wavelength,xiaocaitest,xiaocaitest/aws-wavelength.svg
aws-well-architected-tool,aws-well-architected-tool,xiaocaitest,xiaocaitest/aws-well-architected-tool.svg
aws-workdocs-sdk,aws-workdocs-sdk,xiaocaitest,xiaocaitest/aws-workdocs-sdk.svg
aws-workdocs,aws-workdocs,xiaocaitest,xiaocaitest/aws-workdocs.svg
aws-worklink,aws-worklink,xiaocaitest,xiaocaitest/aws-worklink.svg
aws-workmail,aws-workmail,xiaocaitest,xiaocaitest/aws-workmail.svg
aws-workspaces-web,aws-workspaces-web,xiaocaitest,xiaocaitest/aws-workspaces-web.svg
aws-workspaces,aws-workspaces,xiaocaitest,xiaocaitest/aws-workspaces.svg
aws-x-ray,aws-x-ray,xiaocaitest,xiaocaitest/aws-x-ray.svg
